Spectrum	Date	Time	CO% (1) 191C (2of3)	CO% (1) 191C (2of3) average	CO% (1) 191C (2of3) stdev	CO2% (20) 191C (1of2) R4	CO2% (20) 191C (1of2) R4 average	CO2% (20) 191C (1of2) R4 stdev	H2O% (25) 191C	H2O% (25) 191C average	H2O% (25) 191C stdev	CO (500) 191C (1of3)	CO (500) 191C (1of3) average	CO (500) 191C (1of3) stdev	CO2 low% (4) 191C (2of2)	CO2 low% (4) 191C (2of2) average	CO2 low% (4) 191C (2of2) stdev	Temp (C)	Temp (C) average	Temp (C) stdev	Pressure (Atm)	Pressure (Atm) average	Pressure (Atm) stdev	
N/A	04.04.2023	15:08:15,322	0,002332	0,002352	0,000223	0,424588	0,647162	0,201700	0,832393	0,815207	0,015983	23,726040	24,296265	0,480936	-0,349742	-0,362776	0,006636	190,637238	190,641464	0,014686	0,985798	0,985852	0,000079
N/A	04.04.2023	15:08:17,261	0,002239	0,002337	0,000224	0,412637	0,592935	0,163486	0,822740	0,817703	0,014427	23,956203	24,206337	0,428174	-0,363875	-0,362400	0,006413	190,637238	190,641464	0,014686	0,985798	0,985838	0,000073
N/A	04.04.2023	15:08:19,247	0,002284	0,002296	0,000178	0,378101	0,544210	0,126086	0,827171	0,818989	0,014534	23,639684	24,098475	0,389480	-0,362601	-0,361926	0,006144	190,637238	190,641464	0,014686	0,985959	0,985838	0,000073
N/A	04.04.2023	15:08:21,608	0,002422	0,002289	0,000170	0,367168	0,507704	0,105351	0,825337	0,821652	0,012145	23,696738	24,002234	0,323557	-0,356558	-0,362011	0,006054	190,637238	190,641464	0,014686	0,985959	0,985852	0,000079
N/A	04.04.2023	15:08:23,273	0,002404	0,002297	0,000173	0,350594	0,477672	0,092750	0,821944	0,823580	0,009800	23,936090	23,978376	0,316323	-0,357355	-0,360552	0,004611	190,637238	190,641464	0,014686	0,985798	0,985852	0,000079
N/A	04.04.2023	15:08:25,196	0,001980	0,002247	0,000170	0,349453	0,454791	0,087057	0,830426	0,826281	0,005740	23,901509	23,947134	0,302420	-0,369401	-0,361231	0,005276	190,637238	190,641464	0,014686	0,985798	0,985852	0,000079
N/A	04.04.2023	15:08:27,169	0,002178	0,002230	0,000165	0,324691	0,433258	0,084353	0,828640	0,826783	0,005653	23,953992	23,881407	0,170900	-0,367349	-0,361785	0,005556	190,637238	190,641464	0,014686	0,985798	0,985852	0,000079
N/A	04.04.2023	15:08:29,192	0,002490	0,002254	0,000181	0,265684	0,409205	0,087777	0,825763	0,827460	0,004893	24,190663	23,926422	0,175622	-0,353465	-0,361100	0,006054	190,637238	190,637222	0,000016	0,986120	0,985878	0,000108
N/A	04.04.2023	15:08:31,251	0,002519	0,002308	0,000149	0,272400	0,383878	0,078531	0,846567	0,828393	0,007106	24,404244	23,946066	0,214126	-0,365032	-0,361059	0,006023	190,637238	190,637222	0,000016	0,985798	0,985879	0,000108
N/A	04.04.2023	15:08:33,157	0,002520	0,002324	0,000161	0,304520	0,366978	0,071014	0,829243	0,829094	0,006695	24,476816	23,976870	0,260891	-0,362400	-0,360815	0,005892	190,637238	190,637222	0,000016	0,985959	0,985879	0,000108
N/A	04.04.2023	15:08:35,189	0,002326	0,002324	0,000161	0,282601	0,349784	0,063369	0,839738	0,830385	0,007153	23,962916	23,981886	0,259913	-0,358819	-0,360933	0,005832	190,535492	190,628738	0,029371	0,985798	0,985879	0,000108
N/A	04.04.2023	15:08:37,465	0,002369	0,002338	0,000156	0,246842	0,331606	0,058416	0,829538	0,829958	0,007027	24,233379	24,006521	0,269194	-0,367070	-0,361139	0,006014	190,637238	190,628738	0,029371	0,985798	0,985865	0,000107
N/A	04.04.2023	15:08:39,136	0,002560	0,002357	0,000169	0,257941	0,317719	0,053938	0,833936	0,830087	0,007089	24,316519	24,055731	0,267223	-0,354236	-0,361513	0,005342	190,535492	190,620255	0,039604	0,985798	0,985865	0,000107
N/A	04.04.2023	15:08:41,418	0,002238	0,002357	0,000169	0,338157	0,311513	0,045676	0,827012	0,830443	0,006787	24,228050	24,078386	0,269532	-0,365197	-0,361624	0,005408	190,586365	190,616028	0,040340	0,985959	0,985879	0,000108
N/A	04.04.2023	15:08:43,405	0,002199	0,002350	0,000174	0,297458	0,304792	0,040643	0,829445	0,830632	0,006719	24,003461	24,108698	0,233793	-0,353735	-0,360885	0,005850	190,586365	190,611801	0,040582	0,986120	0,985892	0,000127
N/A	04.04.2023	15:08:45,076	0,002130	0,002326	0,000183	0,266504	0,296404	0,036806	0,835358	0,831467	0,006623	24,558310	24,180496	0,228001	-0,365839	-0,361658	0,005840	190,637238	190,611801	0,040582	0,985798	0,985879	0,000128
N/A	04.04.2023	15:08:47,124	0,002713	0,002352	0,000214	0,325320	0,294298	0,034042	0,840258	0,832994	0,006333	24,278359	24,209017	0,215725	-0,360849	-0,361949	0,005691	190,637238	190,611801	0,040582	0,985959	0,985892	0,000127
N/A	04.04.2023	15:08:49,351	0,002450	0,002391	0,000180	0,300098	0,290185	0,029444	0,816672	0,831847	0,007893	24,332057	24,244896	0,194712	-0,358368	-0,361030	0,005252	190,637238	190,611801	0,040582	0,985959	0,985905	0,000125
N/A	04.04.2023	15:08:50,991	0,002467	0,002415	0,000168	0,298061	0,287966	0,027549	0,829401	0,831911	0,007868	24,511291	24,291338	0,185251	-0,356430	-0,360120	0,004997	190,637238	190,611801	0,040582	0,985798	0,985905	0,000125
N/A	04.04.2023	15:08:52,992	0,002523	0,002418	0,000170	0,274572	0,288706	0,027010	0,819032	0,831350	0,008556	24,463646	24,314087	0,188497	-0,349774	-0,359812	0,005529	190,535492	190,603317	0,045156	0,986120	0,985905	0,000125
N/A	04.04.2023	15:08:54,916	0,002205	0,002392	0,000177	0,290741	0,290235	0,026518	0,820300	0,829161	0,007617	24,159422	24,293686	0,191083	-0,355757	-0,359039	0,005380	190,637238	190,603317	0,045156	0,985959	0,985919	0,000121
N/A	04.04.2023	15:08:56,895	0,002484	0,002389	0,000175	0,275950	0,287854	0,026401	0,847969	0,830722	0,009355	24,472063	24,293291	0,190674	-0,356538	-0,358551	0,005313	190,637238	190,603317	0,045156	0,985959	0,985919	0,000121
N/A	04.04.2023	15:08:58,877	0,002156	0,002374	0,000187	0,275759	0,287284	0,026598	0,834301	0,830268	0,009004	24,606881	24,346954	0,179534	-0,352609	-0,358033	0,005580	190,637238	190,611801	0,040582	0,985798	0,985919	0,000121
N/A	04.04.2023	15:09:00,861	0,002196	0,002360	0,000194	0,286613	0,290598	0,023384	0,828817	0,830208	0,009012	24,429991	24,363340	0,177183	-0,346523	-0,356321	0,005706	190,688110	190,616043	0,045803	0,985959	0,985932	0,000115
N/A	04.04.2023	15:09:02,839	0,002137	0,002325	0,000192	0,235849	0,288757	0,026808	0,819315	0,828990	0,009440	24,643519	24,390589	0,193703	-0,349885	-0,355959	0,005982	190,637238	190,624512	0,038347	0,985798	0,985932	0,000115
N/A	04.04.2023	15:09:05,195	0,002404	0,002339	0,000192	0,248204	0,281261	0,024187	0,819385	0,828354	0,009834	24,101595	24,380051	0,206375	-0,351698	-0,354834	0,005319	190,637238	190,628738	0,036513	0,986120	0,985945	0,000127
N/A	04.04.2023	15:09:07,175	0,002281	0,002346	0,000188	0,263888	0,278463	0,024085	0,845087	0,829658	0,010964	23,710046	24,355598	0,264301	-0,347285	-0,354296	0,005749	190,637238	190,632996	0,034011	0,985959	0,985932	0,000115
N/A	04.04.2023	15:09:08,824	0,002221	0,002353	0,000180	0,267254	0,278526	0,024052	0,840831	0,830114	0,011330	24,358515	24,338951	0,256550	-0,349316	-0,352919	0,004596	190,637238	190,632996	0,034011	0,985959	0,985946	0,000107
N/A	04.04.2023	15:09:10,807	0,002560	0,002340	0,000156	0,280248	0,274770	0,019086	0,822365	0,828623	0,011047	23,827386	24,301369	0,296199	-0,351126	-0,352109	0,003871	190,637238	190,632980	0,034011	0,984834	0,985852	0,000338
N/A	04.04.2023	15:09:12,752	0,002148	0,002315	0,000161	0,246320	0,270288	0,018912	0,841929	0,830728	0,010969	24,210567	24,291245	0,297129	-0,351442	-0,351532	0,003332	190,637238	190,632980	0,034011	0,984513	0,985731	0,000510
N/A	04.04.2023	15:09:14,730	0,002237	0,002296	0,000155	0,249234	0,266219	0,017600	0,831806	0,830928	0,010965	24,367055	24,279226	0,290256	-0,343854	-0,350484	0,003617	190,586365	190,628738	0,036513	0,984352	0,985611	0,000646
N/A	04.04.2023	15:09:17,093	0,002432	0,002288	0,000144	0,255877	0,264661	0,017621	0,842792	0,832908	0,010765	24,076755	24,246984	0,289395	-0,346015	-0,350171	0,003840	190,586365	190,632996	0,026196	0,985798	0,985584	0,000629
N/A	04.04.2023	15:09:18,754	0,002226	0,002290	0,000143	0,393288	0,273207	0,040903	0,811308	0,832159	0,011968	24,667676	24,289337	0,311745	-0,353310	-0,349967	0,003572	190,586365	190,628769	0,029371	0,985798	0,985571	0,000622
N/A	04.04.2023	15:09:21,051	0,002388	0,002282	0,000134	0,488825	0,290946	0,074535	0,814647	0,829382	0,011831	25,142913	24,345240	0,396202	-0,359357	-0,350202	0,004097	190,637238	190,628769	0,029371	0,985798	0,985557	0,000615
N/A	04.04.2023	15:09:22,717	0,002654	0,002324	0,000165	0,525050	0,311721	0,100230	0,821789	0,828339	0,011909	25,360435	24,408037	0,490044	-0,348848	-0,349888	0,004040	190,637238	190,628769	0,029371	0,985959	0,985570	0,000622
N/A	04.04.2023	15:09:24,685	0,002445	0,002344	0,000163	0,535444	0,332457	0,118616	0,816970	0,827352	0,012349	26,090526	24,546415	0,690328	-0,351002	-0,350262	0,003905	190,637238	190,624512	0,023008	0,985959	0,985571	0,000622
N/A	04.04.2023	15:09:26,658	0,002781	0,002398	0,000192	0,601264	0,362908	0,137035	0,815162	0,827006	0,012649	26,468659	24,698509	0,886775	-0,361735	-0,351249	0,005113	190,637238	190,624512	0,023008	0,985959	0,985584	0,000629
N/A	04.04.2023	15:09:28,642	0,002549	0,002410	0,000197	0,637091	0,395315	0,152548	0,806231	0,825910	0,013880	27,972402	25,021078	1,270774	-0,359115	-0,351867	0,005597	190,637238	190,624512	0,023008	0,986120	0,985584	0,000629
N/A	04.04.2023	15:09:30,587	0,003105	0,002479	0,000276	0,702130	0,431835	0,169716	0,809531	0,822947	0,013192	32,350484	25,741114	2,403472	-0,363700	-0,353235	0,006333	190,637238	190,624512	0,023008	0,986120	0,985597	0,000639
N/A	04.04.2023	15:09:32,563	0,003541	0,002589	0,000399	0,801506	0,476356	0,191317	0,803834	0,819864	0,012953	37,100197	26,802923	4,012836	-0,373117	-0,355218	0,008388	190,637238	190,624512	0,023008	0,985798	0,985584	0,000633
N/A	04.04.2023	15:09:34,545	0,004081	0,002716	0,000587	0,873737	0,525814	0,211644	0,790523	0,817210	0,015421	40,921518	28,227432	5,586198	-0,379806	-0,357608	0,010843	190,637238	190,624512	0,023008	0,986120	0,985691	0,000602
N/A	04.04.2023	15:09:36,531	0,004241	0,002890	0,000702	0,898678	0,580177	0,217040	0,797674	0,813522	0,014217	44,105716	29,885359	7,046996	-0,382223	-0,360174	0,012728	190,637238	190,624512	0,023008	0,985959	0,985812	0,000477
N/A	04.04.2023	15:09:38,504	0,004549	0,003083	0,000815	0,938292	0,637599	0,212630	0,806134	0,811383	0,013103	45,533548	31,649233	8,109145	-0,386579	-0,363734	0,013688	190,637238	190,628738	0,019802	0,985798	0,985932	0,000134
N/A	04.04.2023	15:09:40,483	0,004778	0,003278	0,000919	0,914489	0,692483	0,188809	0,783073	0,806406	0,011307	46,345491	33,504963	8,742026	-0,375194	-0,366166	0,012818	190,637238	190,632980	0,014686	0,986120	0,985959	0,000137
N/A	04.04.2023	15:09:42,599	0,004512	0,003469	0,000918	0,974977	0,740957	0,179450	0,794308	0,804990	0,011695	47,218353	35,384186	9,086628	-0,392904	-0,369465	0,014227	190,637238	190,637222	0,000016	0,985959	0,985972	0,000127
N/A	04.04.2023	15:09:44,789	0,004387	0,003635	0,000885	1,026884	0,785795	0,177938	0,788305	0,802794	0,012180	46,864967	37,194359	9,024406	-0,390267	-0,372041	0,015007	190,637238	190,637222	0,000016	0,985959	0,985986	0,000115
N/A	04.04.2023	15:09:46,469	0,004627	0,003800	0,000869	1,039866	0,828697	0,171295	0,777227	0,799081	0,012647	45,932941	38,908733	8,511441	-0,371432	-0,373923	0,013133	190,637238	190,637222	0,000016	0,985798	0,985972	0,000127
N/A	04.04.2023	15:09:48,532	0,004676	0,003986	0,000788	1,002718	0,867636	0,150409	0,787177	0,796598	0,011705	45,410034	40,518692	7,650002	-0,375863	-0,375995	0,010972	190,637238	190,637222	0,000016	0,985959	0,985972	0,000127
N/A	04.04.2023	15:09:50,578	0,004218	0,004105	0,000692	1,004463	0,901236	0,129007	0,790245	0,794522	0,010229	43,571561	41,943935	6,261634	-0,384519	-0,377893	0,010226	190,637238	190,637222	0,000016	0,985798	0,985959	0,000137
N/A	04.04.2023	15:09:52,562	0,004340	0,004254	0,000489	0,982814	0,930046	0,099997	0,786452	0,792873	0,009753	43,182659	43,211456	4,455233	-0,380973	-0,379715	0,008352	190,637238	190,637222	0,000016	0,985959	0,985945	0,000127
N/A	04.04.2023	15:09:54,359	0,004159	0,004342	0,000334	1,009028	0,955621	0,071628	0,791142	0,791341	0,008223	41,790141	43,998093	2,938365	-0,378471	-0,380946	0,006702	190,637238	190,637222	0,000016	0,985959	0,985932	0,000115
N/A	04.04.2023	15:09:56,531	0,004066	0,004386	0,000240	0,995191	0,971761	0,053193	0,770972	0,788603	0,009108	39,996054	44,239414	2,387665	-0,372345	-0,380881	0,006788	190,637238	190,637222	0,000016	0,985959	0,985946	0,000107
N/A	04.04.2023	15:09:58,319	0,004152	0,004392	0,000233	0,992638	0,981670	0,043457	0,786142	0,788238	0,009112	39,181120	44,094379	2,646369	-0,367462	-0,379853	0,007822	190,637238	190,637222	0,000016	0,986120	0,985946	0,000107
N/A	04.04.2023	15:10:00,312	0,003496	0,004330	0,000348	0,964500	0,987155	0,035445	0,773374	0,786213	0,009516	37,737155	43,563663	3,220252	-0,369900	-0,378826	0,008278	190,637238	190,637222	0,000016	0,986120	0,985959	0,000119
N/A	04.04.2023	15:10:02,284	0,003496	0,004242	0,000414	0,955690	0,988605	0,033571	0,794107	0,785210	0,007684	36,180286	42,784225	3,782903	-0,372706	-0,377670	0,008063	190,637238	190,637222	0,000016	0,985798	0,985959	0,000119
N/A	04.04.2023	15:10:04,312	0,003674	0,004150	0,000407	0,889801	0,986547	0,038865	0,802279	0,786811	0,009073	35,035225	41,841709	4,200847	-0,365404	-0,376854	0,008798	190,637238	190,637222	0,000016	0,985798	0,985932	0,000115
N/A	04.04.2023	15:10:06,380	0,003323	0,004051	0,000453	0,862504	0,977175	0,052927	0,804905	0,787694	0,010301	33,786125	40,722359	4,421712	-0,355480	-0,373735	0,009214	190,637238	190,637222	0,000016	0,985798	0,985919	0,000121
N/A	04.04.2023	15:10:08,265	0,003348	0,003965	0,000481	0,856707	0,962993	0,060635	0,801191	0,788768	0,011018	33,050301	39,571133	4,475102	-0,366391	-0,371745	0,007788	190,637238	190,637222	0,000016	0,985959	0,985919	0,000121
N/A	04.04.2023	15:10:10,271	0,003450	0,003867	0,000453	0,877218	0,949439	0,060065	0,807852	0,791320	0,011631	32,180759	38,425121	4,458666	-0,365184	-0,371225	0,008016	190,637238	190,637222	0,000016	0,986120	0,985945	0,000127
N/A	04.04.2023	15:10:12,580	0,003262	0,003749	0,000405	0,818748	0,934108	0,068162	0,816846	0,793792	0,013649	31,027543	37,226578	4,341908	-0,360734	-0,369964	0,008401	190,637238	190,637222	0,000016	0,985798	0,985932	0,000134
N/A	04.04.2023	15:10:14,252	0,003109	0,003656	0,000414	0,860988	0,922152	0,067277	0,792729	0,793999	0,013609	29,566622	36,059498	4,363538	-0,359103	-0,367846	0,007559	190,637238	190,637222	0,000016	0,986120	0,985959	0,000137
N/A	04.04.2023	15:10:16,159	0,002725	0,003522	0,000434	0,809588	0,907717	0,071528	0,800058	0,795133	0,013489	29,849114	34,948372	4,072739	-0,356218	-0,365783	0,007009	190,637238	190,637222	0,000016	0,985798	0,985945	0,000145
N/A	04.04.2023	15:10:18,146	0,002782	0,003407	0,000432	0,742313	0,885491	0,078303	0,779416	0,794156	0,014210	29,146906	33,894768	3,765700	-0,357115	-0,364003	0,006153	190,637238	190,637222	0,000016	0,985798	0,985932	0,000151
N/A	04.04.2023	15:10:20,123	0,002939	0,003313	0,000397	0,832424	0,871927	0,071363	0,797884	0,796399	0,012200	28,426511	32,930641	3,535625	-0,356734	-0,362702	0,005874	190,637238	190,637222	0,000016	0,985959	0,985932	0,000151
N/A	04.04.2023	15:10:22,588	0,002691	0,003191	0,000336	0,751809	0,851858	0,068119	0,786720	0,796447	0,012157	28,093128	32,006641	3,185119	-0,359262	-0,362019	0,005745	190,637238	190,637222	0,000016	0,986120	0,985932	0,000151
N/A	04.04.2023	15:10:24,219	0,002584	0,003115	0,000362	0,743569	0,833447	0,064676	0,793344	0,798111	0,009861	27,482345	31,152075	2,867717	-0,356073	-0,360867	0,005397	190,637238	190,637222	0,000016	0,985959	0,985919	0,000139
N/A	04.04.2023	15:10:26,111	0,002647	0,003044	0,000364	0,692701	0,811531	0,064042	0,798257	0,798457	0,009781	27,273606	30,409851	2,586866	-0,349948	-0,358970	0,004827	190,637238	190,637222	0,000016	0,985798	0,985919	0,000139
N/A	04.04.2023	15:10:28,049	0,002559	0,002952	0,000330	0,696038	0,795384	0,066878	0,801738	0,798412	0,009763	26,785381	29,722364	2,329292	-0,361168	-0,358617	0,004454	190,637238	190,637222	0,000016	0,986120	0,985945	0,000145
N/A	04.04.2023	15:10:30,336	0,002796	0,002908	0,000310	0,692285	0,781199	0,069354	0,817264	0,799442	0,011074	26,111796	29,082834	2,159454	-0,348698	-0,358052	0,005248	190,569397	190,631577	0,019584	0,985905	0,985954	0,000138
N/A	04.04.2023	15:10:32,207	0,002568	0,002843	0,000291	0,679241	0,766410	0,070697	0,801079	0,799432	0,011072	25,885376	28,485756	1,942365	-0,363033	-0,357772	0,004836	190,637238	190,631577	0,019584	0,985798	0,985941	0,000145
N/A	04.04.2023	15:10:34,377	0,002588	0,002771	0,000226	0,693540	0,751104	0,064101	0,782711	0,797337	0,011695	25,821740	27,955839	1,694236	-0,347062	-0,356262	0,005132	190,637238	190,631577	0,019584	0,985959	0,985928	0,000134
N/A	04.04.2023	15:10:36,042	0,002602	0,002716	0,000169	0,656322	0,737568	0,065649	0,807280	0,796540	0,010511	25,179107	27,468470	1,566679	-0,350973	-0,355449	0,005132	190,637238	190,631577	0,019584	0,985959	0,985941	0,000128
N/A	04.04.2023	15:10:38,336	0,002305	0,002649	0,000158	0,661024	0,720905	0,056167	0,811941	0,798141	0,011310	25,021886	27,089743	1,562679	-0,349925	-0,354684	0,005221	190,688110	190,635818	0,025524	0,985959	0,985928	0,000115
N/A	04.04.2023	15:10:39,971	0,002518	0,002631	0,000160	0,597186	0,703204	0,059072	0,810194	0,798986	0,011833	24,904830	26,677719	1,413705	-0,352493	-0,354374	0,005232	190,637238	190,635818	0,025524	0,985798	0,985928	0,000115
N/A	04.04.2023	15:10:41,960	0,002341	0,002595	0,000172	0,651479	0,695635	0,059424	0,803172	0,800965	0,010125	24,530046	26,292982	1,304659	-0,352745	-0,354009	0,005176	190,637238	190,635818	0,025524	0,985959	0,985941	0,000108
N/A	04.04.2023	15:10:43,944	0,002308	0,002542	0,000153	0,620682	0,677990	0,044735	0,804411	0,801509	0,010120	24,581926	25,972601	1,201041	-0,358219	-0,354133	0,005264	190,637238	190,635818	0,025524	0,985959	0,985941	0,000108
N/A	04.04.2023	15:10:46,260	0,002004	0,002485	0,000210	0,605399	0,665789	0,042690	0,811819	0,803601	0,009350	23,897751	25,622986	1,136545	-0,355941	-0,353856	0,005053	190,637238	190,635818	0,025524	0,985798	0,985914	0,000099
N/A	04.04.2023	15:10:48,229	0,002279	0,002459	0,000215	0,651598	0,658124	0,035025	0,819040	0,805742	0,009722	24,242072	25,352961	1,035015	-0,331532	-0,351811	0,008114	190,637238	190,635803	0,025524	0,985959	0,985914	0,000099
N/A	04.04.2023	15:10:49,901	0,002492	0,002447	0,000208	0,598350	0,650262	0,037087	0,826625	0,808106	0,011089	23,804099	25,063835	0,928869	-0,345333	-0,351427	0,008317	190,688110	190,640060	0,029669	0,985959	0,985928	0,000093
N/A	04.04.2023	15:10:51,830	0,002404	0,002434	0,000205	0,588881	0,641332	0,037953	0,815734	0,809273	0,011095	23,485422	24,788836	0,858697	-0,347533	-0,350291	0,007779	190,688110	190,644287	0,032707	0,986120	0,985928	0,000093
N/A	04.04.2023	15:10:53,816	0,002332	0,002395	0,000171	0,630389	0,636174	0,034443	0,809400	0,808617	0,010808	23,689998	24,587021	0,802237	-0,353551	-0,350695	0,007815	190,637238	190,649948	0,023008	0,985959	0,985932	0,000093
N/A	04.04.2023	15:10:55,951	0,002467	0,002387	0,000165	0,588131	0,628582	0,034126	0,813638	0,809664	0,010618	23,580993	24,394989	0,736286	-0,347477	-0,349399	0,006807	190,688110	190,654175	0,025048	0,986120	0,985959	0,000097
N/A	04.04.2023	15:10:57,947	0,002332	0,002365	0,000152	0,591571	0,620084	0,028754	0,811000	0,812021	0,006388	23,536857	24,204582	0,620043	-0,345974	-0,349308	0,006849	190,637238	190,654175	0,025048	0,985798	0,985945	0,000107
N/A	04.04.2023	15:10:59,796	0,002217	0,002333	0,000138	0,587261	0,614329	0,027735	0,832918	0,814158	0,008572	23,416666	24,057711	0,575346	-0,341852	-0,348548	0,007147	190,637238	190,654190	0,025048	0,986120	0,985959	0,000119
