Spectrum	Date	Time	CO% (1) 191C (2of3)	CO% (1) 191C (2of3) average	CO% (1) 191C (2of3) stdev	CO2% (20) 191C (1of2) R4	CO2% (20) 191C (1of2) R4 average	CO2% (20) 191C (1of2) R4 stdev	H2O% (25) 191C	H2O% (25) 191C average	H2O% (25) 191C stdev	CO (500) 191C (1of3)	CO (500) 191C (1of3) average	CO (500) 191C (1of3) stdev	CO2 low% (4) 191C (2of2)	CO2 low% (4) 191C (2of2) average	CO2 low% (4) 191C (2of2) stdev	Temp (C)	Temp (C) average	Temp (C) stdev	Pressure (Atm)	Pressure (Atm) average	Pressure (Atm) stdev	
N/A	06.04.2023	14:36:36,617	0,006073	0,006073	NaN	5,502907	5,502907	NaN	0,588530	0,588530	NaN	53,967579	53,967579	NaN	-0,447622	-0,447622	NaN	190,705078	190,705078	NaN	0,980871	0,980871	NaN
N/A	06.04.2023	14:36:38,603	0,005896	0,005985	0,000126	4,469162	4,986034	0,730968	0,648943	0,618737	0,042718	51,682211	52,824898	1,615998	-0,442212	-0,444917	0,003825	190,671158	190,688110	0,023985	0,980764	0,980818	0,000076
N/A	06.04.2023	14:36:40,625	0,005357	0,005776	0,000373	3,660294	4,544121	0,923591	0,683937	0,640470	0,048265	49,943683	51,864491	2,018131	-0,443474	-0,444436	0,002830	190,637238	190,671143	0,033920	0,980657	0,980764	0,000107
N/A	06.04.2023	14:36:42,593	0,005141	0,005617	0,000440	2,917197	4,137390	1,109234	0,724658	0,661517	0,057662	48,438595	51,008018	2,376853	-0,433073	-0,441595	0,006133	190,637238	190,662659	0,032476	0,980657	0,980737	0,000103
N/A	06.04.2023	14:36:44,582	0,004689	0,005431	0,000563	2,338836	3,777679	1,252900	0,739614	0,677137	0,060938	47,375599	50,281532	2,622206	-0,431580	-0,439592	0,006948	190,688110	190,667755	0,030338	0,981139	0,980818	0,000200
N/A	06.04.2023	14:36:46,536	0,004613	0,005295	0,000604	1,921551	3,468325	1,352778	0,746853	0,688756	0,061489	46,879383	49,714508	2,725780	-0,436436	-0,439066	0,006346	190,637238	190,662659	0,029860	0,980978	0,980845	0,000191
N/A	06.04.2023	14:36:48,836	0,004507	0,005183	0,000627	1,651074	3,208717	1,413074	0,765765	0,699757	0,063229	45,818342	49,157909	2,891393	-0,431003	-0,437914	0,006546	190,705078	190,668716	0,031621	0,980764	0,980833	0,000177
N/A	06.04.2023	14:36:50,494	0,004442	0,005090	0,000637	1,426968	2,985999	1,452017	0,780549	0,709856	0,065136	44,844762	48,618767	3,080788	-0,433178	-0,437322	0,006288	190,637238	190,664780	0,031321	0,980657	0,980811	0,000175
N/A	06.04.2023	14:36:52,486	0,004455	0,005019	0,000632	1,200255	2,787583	1,482946	0,785834	0,718298	0,065983	44,191728	48,126873	3,237666	-0,421181	-0,435529	0,007971	190,637238	190,661713	0,030705	0,980818	0,980812	0,000164
N/A	06.04.2023	14:36:54,457	0,004192	0,004937	0,000651	1,028383	2,611663	1,504746	0,812576	0,727726	0,068984	44,095452	47,723732	3,308021	-0,430453	-0,435021	0,007685	190,688110	190,664352	0,030126	0,980818	0,980812	0,000154
