Spectrum	Date	Time	CO% (1) 191C (2of3)	CO% (1) 191C (2of3) average	CO% (1) 191C (2of3) stdev	CO2% (20) 191C (1of2) R4	CO2% (20) 191C (1of2) R4 average	CO2% (20) 191C (1of2) R4 stdev	H2O% (25) 191C	H2O% (25) 191C average	H2O% (25) 191C stdev	CO (500) 191C (1of3)	CO (500) 191C (1of3) average	CO (500) 191C (1of3) stdev	CO2 low% (4) 191C (2of2)	CO2 low% (4) 191C (2of2) average	CO2 low% (4) 191C (2of2) stdev	Temp (C)	Temp (C) average	Temp (C) stdev	Pressure (Atm)	Pressure (Atm) average	Pressure (Atm) stdev	
N/A	04.04.2023	22:34:24,979	0,005000	0,005014	0,000178	0,437556	0,782278	0,316689	0,810748	0,802588	0,018674	50,681892	51,874451	1,205378	-0,360258	-0,369739	0,007333	190,738983	190,713562	0,046016	0,984995	0,985115	0,000228
N/A	04.04.2023	22:34:26,934	0,005248	0,005016	0,000180	0,429383	0,700283	0,260914	0,824517	0,807927	0,014138	50,442554	51,579266	1,067448	-0,368634	-0,369520	0,007323	190,738983	190,717789	0,045803	0,985156	0,985156	0,000181
N/A	04.04.2023	22:34:29,288	0,004934	0,004989	0,000164	0,378946	0,629662	0,216469	0,826485	0,810757	0,014174	50,693069	51,316269	0,816719	-0,369780	-0,369699	0,007298	190,637238	190,709305	0,050680	0,985316	0,985169	0,000187
N/A	04.04.2023	22:34:30,950	0,005344	0,005001	0,000186	0,375311	0,572268	0,178868	0,821086	0,813201	0,013087	50,248364	51,098236	0,707720	-0,370140	-0,369108	0,006909	190,688110	190,713547	0,046016	0,985316	0,985182	0,000192
N/A	04.04.2023	22:34:33,050	0,005063	0,004987	0,000172	0,411747	0,526244	0,134436	0,839833	0,817423	0,012798	50,460189	50,932125	0,583768	-0,367933	-0,368143	0,006083	190,738983	190,709335	0,040340	0,985156	0,985196	0,000183
N/A	04.04.2023	22:34:34,856	0,005196	0,005010	0,000181	0,332723	0,486965	0,113037	0,821176	0,819258	0,011448	50,172836	50,778461	0,510379	-0,367401	-0,367610	0,005818	190,688110	190,705078	0,039604	0,985477	0,985209	0,000198
N/A	04.04.2023	22:34:37,217	0,004973	0,005014	0,000179	0,295461	0,454540	0,106839	0,814906	0,819716	0,011124	50,035983	50,638073	0,456482	-0,358777	-0,366338	0,005950	190,738983	190,705078	0,039604	0,985316	0,985236	0,000188
N/A	04.04.2023	22:34:39,196	0,005060	0,005041	0,000156	0,287218	0,427422	0,104335	0,807861	0,819804	0,011016	50,275921	50,558182	0,425424	-0,366972	-0,365906	0,005671	190,738983	190,713547	0,034298	0,985477	0,985263	0,000198
N/A	04.04.2023	22:34:40,842	0,004810	0,005022	0,000170	0,331258	0,401733	0,083165	0,822887	0,820997	0,010450	50,308027	50,482838	0,376319	-0,362797	-0,366133	0,005466	190,738983	190,713562	0,034298	0,984834	0,985263	0,000198
N/A	04.04.2023	22:34:42,824	0,005109	0,005048	0,000155	0,330964	0,384681	0,073659	0,821450	0,821283	0,010408	49,814291	50,343426	0,263299	-0,366385	-0,365459	0,004802	190,637238	190,709305	0,040340	0,984995	0,985236	0,000211
N/A	04.04.2023	22:34:45,143	0,004782	0,005038	0,000169	0,291212	0,367944	0,069757	0,841737	0,824192	0,010870	50,266396	50,336029	0,264185	-0,363313	-0,364875	0,004577	190,738983	190,709335	0,040340	0,985477	0,985236	0,000211
N/A	04.04.2023	22:34:46,814	0,004723	0,005020	0,000190	0,252754	0,346211	0,060248	0,825872	0,823213	0,010049	49,873547	50,272755	0,277245	-0,361806	-0,365350	0,003817	190,738983	190,713562	0,040582	0,985156	0,985223	0,000211
N/A	04.04.2023	22:34:49,106	0,004739	0,004998	0,000207	0,294416	0,334283	0,054405	0,835844	0,825305	0,009828	49,814593	50,200481	0,273919	-0,364721	-0,365721	0,003479	190,738983	190,713562	0,040582	0,985316	0,985249	0,000199
N/A	04.04.2023	22:34:50,766	0,005225	0,004996	0,000205	0,306052	0,324005	0,045771	0,831996	0,825928	0,010009	49,560049	50,126938	0,317948	-0,363446	-0,365289	0,003405	190,637238	190,705078	0,045156	0,984834	0,985223	0,000232
N/A	04.04.2023	22:34:52,690	0,004923	0,004996	0,000205	0,263718	0,314403	0,045281	0,837833	0,826873	0,010586	49,522956	50,029430	0,307807	-0,363825	-0,364793	0,003113	190,789856	190,717789	0,045803	0,984995	0,985196	0,000239
N/A	04.04.2023	22:34:54,672	0,004765	0,004947	0,000182	0,269540	0,305589	0,042560	0,836251	0,828137	0,010736	49,761649	49,988873	0,308401	-0,350920	-0,363191	0,004668	190,637238	190,713547	0,050873	0,985156	0,985182	0,000236
N/A	04.04.2023	22:34:57,037	0,004844	0,004929	0,000181	0,246862	0,291848	0,029906	0,836530	0,827862	0,010448	49,136916	49,878597	0,357261	-0,362275	-0,362720	0,004425	190,688110	190,709305	0,050680	0,985156	0,985182	0,000236
N/A	04.04.2023	22:34:58,677	0,005167	0,004927	0,000177	0,322778	0,291019	0,028788	0,840483	0,829471	0,010805	48,760940	49,760941	0,467143	-0,362272	-0,362292	0,004172	190,738983	190,713562	0,050873	0,985316	0,985169	0,000222
N/A	04.04.2023	22:35:00,726	0,004877	0,004919	0,000177	0,219889	0,284722	0,035265	0,836771	0,831293	0,009934	49,151975	49,687271	0,489017	-0,360742	-0,362456	0,004058	190,688110	190,709305	0,050680	0,985316	0,985169	0,000222
N/A	04.04.2023	22:35:03,018	0,004636	0,004883	0,000188	0,232232	0,280140	0,038349	0,846600	0,834521	0,007662	48,682808	49,554508	0,529275	-0,372443	-0,362912	0,004843	190,688110	190,705078	0,050096	0,984995	0,985129	0,000204
N/A	04.04.2023	22:35:04,659	0,004617	0,004867	0,000203	0,232074	0,271874	0,036994	0,851043	0,836868	0,008075	48,768633	49,426228	0,516438	-0,371904	-0,363671	0,005493	190,738983	190,705063	0,050096	0,985156	0,985156	0,000181
N/A	04.04.2023	22:35:06,561	0,004845	0,004845	0,000188	0,222929	0,262871	0,034359	0,843890	0,838737	0,006653	49,226206	49,377216	0,504020	-0,361982	-0,363304	0,005443	190,637238	190,705063	0,050096	0,984513	0,985115	0,000257
N/A	04.04.2023	22:35:08,546	0,004946	0,004859	0,000189	0,241686	0,258744	0,033611	0,843749	0,838905	0,006760	48,508607	49,230743	0,476805	-0,373286	-0,364135	0,006158	190,688110	190,700851	0,049108	0,985156	0,985089	0,000232
N/A	04.04.2023	22:35:10,901	0,004524	0,004842	0,000209	0,223714	0,256324	0,035094	0,839519	0,840042	0,005374	48,873031	49,147366	0,440259	-0,362533	-0,364196	0,006137	190,738983	190,700821	0,049108	0,984995	0,985075	0,000232
N/A	04.04.2023	22:35:12,563	0,004492	0,004822	0,000231	0,240227	0,251808	0,033182	0,823529	0,839016	0,007136	48,545282	49,041592	0,417259	-0,355458	-0,363424	0,006628	190,637238	190,692337	0,050680	0,984834	0,985035	0,000228
N/A	04.04.2023	22:35:14,555	0,004958	0,004800	0,000200	0,266306	0,248496	0,028994	0,830042	0,838853	0,007330	48,814102	48,979427	0,387502	-0,365436	-0,363590	0,006653	190,688110	190,696609	0,047690	0,985156	0,985062	0,000222
N/A	04.04.2023	22:35:16,844	0,004520	0,004766	0,000211	0,230505	0,245729	0,028994	0,829991	0,838200	0,007766	48,379862	48,884171	0,382206	-0,360230	-0,363290	0,006722	190,688110	190,688110	0,037572	0,985156	0,985075	0,000222
N/A	04.04.2023	22:35:18,491	0,004794	0,004768	0,000211	0,233110	0,242693	0,028170	0,836756	0,838242	0,007756	48,465627	48,776169	0,281574	-0,351863	-0,363369	0,006568	190,738983	190,696594	0,036513	0,985316	0,985089	0,000232
N/A	04.04.2023	22:35:20,471	0,004943	0,004777	0,000216	0,193226	0,238223	0,031506	0,849198	0,839298	0,008342	48,572317	48,729115	0,262327	-0,366466	-0,363718	0,006616	190,738983	190,700821	0,038347	0,985156	0,985089	0,000232
N/A	04.04.2023	22:35:22,548	0,004744	0,004741	0,000178	0,205369	0,228439	0,018340	0,830776	0,838489	0,008680	48,768471	48,729740	0,262419	-0,366861	-0,364100	0,006657	190,738983	190,700821	0,038347	0,985156	0,985075	0,000222
N/A	04.04.2023	22:35:24,808	0,004494	0,004709	0,000185	0,192559	0,226161	0,021002	0,825979	0,837589	0,009403	48,601611	48,683880	0,227715	-0,359166	-0,363969	0,006745	190,789856	190,709305	0,045803	0,985638	0,985102	0,000268
N/A	04.04.2023	22:35:26,443	0,004819	0,004725	0,000186	0,231360	0,226089	0,020981	0,838363	0,836903	0,008977	48,918880	48,703552	0,237597	-0,365942	-0,363427	0,006245	190,688110	190,709305	0,045803	0,985316	0,985129	0,000273
N/A	04.04.2023	22:35:28,733	0,004716	0,004733	0,000183	0,192841	0,222819	0,022930	0,844589	0,836365	0,008213	48,486189	48,680019	0,244455	-0,358869	-0,362341	0,005750	190,840744	190,717819	0,059244	0,985477	0,985156	0,000291
N/A	04.04.2023	22:35:30,396	0,004814	0,004730	0,000182	0,203777	0,221223	0,023579	0,832866	0,835447	0,007906	49,010374	48,662033	0,205443	-0,362374	-0,362374	0,005749	190,637238	190,717789	0,059244	0,984995	0,985196	0,000218
N/A	04.04.2023	22:35:32,803	0,004866	0,004724	0,000174	0,173453	0,215537	0,026269	0,836340	0,834829	0,007476	48,468578	48,658695	0,208463	-0,358989	-0,361182	0,004660	190,688110	190,717773	0,059244	0,985316	0,985209	0,000220
N/A	04.04.2023	22:35:34,597	0,004747	0,004742	0,000162	0,223685	0,215535	0,026268	0,822270	0,833392	0,008123	48,797948	48,652439	0,202486	-0,354726	-0,360532	0,004988	190,688110	190,713547	0,059410	0,984995	0,985209	0,000220
N/A	04.04.2023	22:35:36,284	0,004371	0,004732	0,000182	0,206668	0,212738	0,025164	0,842367	0,834961	0,007860	48,745838	48,669147	0,201110	-0,361968	-0,361074	0,004734	190,637238	190,713547	0,059410	0,984995	0,985223	0,000199
N/A	04.04.2023	22:35:38,270	0,004793	0,004718	0,000169	0,225680	0,209353	0,019367	0,836562	0,835505	0,007712	48,721537	48,661434	0,196773	-0,361071	-0,360710	0,004531	190,789856	190,722031	0,062623	0,985316	0,985236	0,000200
N/A	04.04.2023	22:35:40,288	0,004985	0,004757	0,000173	0,219034	0,208397	0,018491	0,825653	0,835143	0,008087	48,665430	48,685230	0,175772	-0,357719	-0,360501	0,004613	190,789856	190,730484	0,064474	0,985156	0,985236	0,000200
N/A	04.04.2023	22:35:42,529	0,004780	0,004756	0,000173	0,265008	0,211055	0,023876	0,836609	0,835131	0,008084	48,722425	48,706631	0,161671	-0,349032	-0,360265	0,005137	190,688110	190,726273	0,065529	0,985156	0,985223	0,000199
N/A	04.04.2023	22:35:44,593	0,004784	0,004743	0,000163	0,329224	0,222388	0,040871	0,836920	0,834108	0,006820	48,496871	48,700348	0,168684	-0,361453	-0,359848	0,004779	190,840744	190,734741	0,073433	0,985156	0,985223	0,000199
N/A	04.04.2023	22:35:46,264	0,004691	0,004738	0,000163	0,375271	0,236547	0,059584	0,827775	0,833858	0,007006	48,538033	48,681141	0,173278	-0,365789	-0,359758	0,004644	190,688110	190,730515	0,074625	0,985477	0,985249	0,000211
N/A	04.04.2023	22:35:48,551	0,004701	0,004756	0,000145	0,455824	0,258485	0,084973	0,823269	0,833632	0,007320	48,849823	48,701824	0,177680	-0,371802	-0,360811	0,005789	190,738983	190,726257	0,072357	0,985156	0,985209	0,000172
N/A	04.04.2023	22:35:50,534	0,004962	0,004767	0,000156	0,614557	0,290419	0,132541	0,806471	0,830974	0,010531	48,437556	48,661716	0,178553	-0,368533	-0,361027	0,006040	190,688110	190,726242	0,072357	0,985638	0,985236	0,000211
N/A	04.04.2023	22:35:52,203	0,004743	0,004770	0,000156	0,662485	0,329556	0,166179	0,817212	0,828693	0,010276	48,486258	48,661716	0,178546	-0,372915	-0,362198	0,006886	190,637238	190,709305	0,066716	0,985316	0,985223	0,000199
N/A	04.04.2023	22:35:54,118	0,004933	0,004780	0,000162	0,611030	0,363493	0,179230	0,799366	0,825901	0,013179	48,343211	48,606121	0,163336	-0,380282	-0,363690	0,008644	190,637238	190,709305	0,066716	0,985316	0,985249	0,000187
N/A	04.04.2023	22:35:56,482	0,004978	0,004789	0,000171	0,686520	0,406249	0,190610	0,819247	0,824477	0,012869	48,735114	48,628338	0,161037	-0,380929	-0,365518	0,009802	190,688110	190,709305	0,066716	0,984995	0,985223	0,000199
N/A	04.04.2023	22:35:58,124	0,004714	0,004786	0,000172	0,668040	0,443278	0,195030	0,803833	0,822940	0,014189	48,715840	48,621494	0,154799	-0,381350	-0,367737	0,010144	190,738983	190,713547	0,066863	0,985477	0,985263	0,000198
N/A	04.04.2023	22:36:00,100	0,004912	0,004831	0,000114	0,696669	0,484112	0,192263	0,814566	0,820624	0,012943	48,755806	48,622326	0,155552	-0,379979	-0,369238	0,010538	190,688110	190,717773	0,063091	0,985156	0,985276	0,000183
N/A	04.04.2023	22:36:02,159	0,004682	0,004822	0,000122	0,674904	0,521547	0,180760	0,810921	0,818487	0,012166	48,511268	48,604809	0,155203	-0,384056	-0,371153	0,010997	190,637238	190,705078	0,062623	0,985156	0,985263	0,000186
N/A	04.04.2023	22:36:04,404	0,004707	0,004799	0,000114	0,633700	0,556103	0,155549	0,821521	0,818142	0,012002	48,921430	48,626141	0,179920	-0,382561	-0,373223	0,010568	190,637238	190,692337	0,059245	0,985156	0,985263	0,000186
N/A	04.04.2023	22:36:06,066	0,004724	0,004794	0,000116	0,656434	0,588721	0,127462	0,813648	0,816229	0,010531	48,567319	48,613209	0,177934	-0,372914	-0,375214	0,007360	190,688110	190,692337	0,059245	0,985156	0,985263	0,000186
N/A	04.04.2023	22:36:07,994	0,004955	0,004808	0,000125	0,601506	0,611412	0,097867	0,828954	0,815565	0,009285	48,694251	48,629658	0,175305	-0,378706	-0,376651	0,005984	190,637238	190,675369	0,038347	0,985156	0,985263	0,000186
N/A	04.04.2023	22:36:10,349	0,004753	0,004814	0,000121	0,602170	0,630320	0,064238	0,820876	0,814990	0,008653	48,478571	48,624706	0,178933	-0,367279	-0,376775	0,005749	190,738983	190,679626	0,042471	0,985156	0,985236	0,000175
N/A	04.04.2023	22:36:12,314	0,004866	0,004827	0,000116	0,580385	0,640700	0,038308	0,835762	0,816031	0,010329	48,453136	48,591644	0,169982	-0,375985	-0,377124	0,005544	190,637238	190,671143	0,039604	0,985156	0,985236	0,000175
N/A	04.04.2023	22:36:13,973	0,004726	0,004808	0,000111	0,513679	0,632294	0,052868	0,829014	0,817910	0,010481	48,315650	48,581486	0,183160	-0,361161	-0,376510	0,006839	190,840744	190,683884	0,063091	0,985477	0,985222	0,000145
N/A	04.04.2023	22:36:15,915	0,004736	0,004807	0,000112	0,494820	0,618321	0,064941	0,820409	0,818177	0,010502	48,810272	48,608490	0,191537	-0,362494	-0,375641	0,007914	190,738983	190,692337	0,063091	0,985156	0,985209	0,000143
N/A	04.04.2023	22:36:17,938	0,004715	0,004789	0,000107	0,415535	0,602030	0,087529	0,816104	0,819571	0,008740	48,521211	48,623322	0,175332	-0,361114	-0,374044	0,008780	190,738983	190,700821	0,061836	0,985316	0,985209	0,000143
N/A	04.04.2023	22:36:20,298	0,004793	0,004774	0,000089	0,404916	0,578563	0,099719	0,825133	0,820062	0,008884	48,448738	48,599457	0,178199	-0,358165	-0,372147	0,009579	190,688110	190,700806	0,061836	0,985316	0,985236	0,000128
N/A	04.04.2023	22:36:21,940	0,004769	0,004778	0,000087	0,374697	0,554118	0,111096	0,836665	0,822798	0,008478	48,011558	48,540768	0,241218	-0,358779	-0,370266	0,009821	190,637238	190,692337	0,063091	0,985316	0,985223	0,000107
N/A	04.04.2023	22:36:23,841	0,004697	0,004760	0,000079	0,355022	0,525647	0,114954	0,826844	0,823821	0,008128	47,972648	48,475506	0,280496	-0,359117	-0,368527	0,009792	190,637238	190,688110	0,065080	0,985156	0,985223	0,000107
N/A	04.04.2023	22:36:25,827	0,004815	0,004771	0,000076	0,299342	0,494351	0,121558	0,838220	0,826096	0,008009	47,977417	48,431015	0,314573	-0,363683	-0,366830	0,008541	190,637238	190,688110	0,065080	0,985316	0,985236	0,000108
N/A	04.04.2023	22:36:27,804	0,004722	0,004773	0,000075	0,319402	0,468159	0,122659	0,832616	0,827021	0,008073	47,356058	48,300571	0,404447	-0,363460	-0,365238	0,006980	190,637238	190,688110	0,065080	0,985316	0,985249	0,000107
N/A	04.04.2023	22:36:30,268	0,004664	0,004768	0,000080	0,282188	0,436972	0,117923	0,828970	0,828297	0,006891	47,468148	48,208973	0,459292	-0,352919	-0,363572	0,007357	190,637238	190,683853	0,066716	0,985156	0,985249	0,000107
N/A	04.04.2023	22:36:32,067	0,004563	0,004735	0,000077	0,273011	0,409597	0,114329	0,826347	0,828080	0,006909	47,876524	48,140827	0,441046	-0,345153	-0,360776	0,007458	190,637238	190,683853	0,066716	0,985316	0,985263	0,000105
N/A	04.04.2023	22:36:34,138	0,004936	0,004750	0,000097	0,248651	0,380137	0,105394	0,827718	0,828650	0,006533	46,412767	47,968678	0,650611	-0,351298	-0,359444	0,007616	190,688110	190,679611	0,064475	0,985316	0,985276	0,000100
N/A	04.04.2023	22:36:35,769	0,004920	0,004755	0,000103	0,273975	0,354603	0,088181	0,838767	0,828901	0,006879	47,477421	47,887363	0,645512	-0,355044	-0,357699	0,005619	190,637238	190,679611	0,064475	0,985316	0,985290	0,000093
N/A	04.04.2023	22:36:37,761	0,004353	0,004724	0,000156	0,223513	0,330423	0,079999	0,835690	0,829457	0,007153	46,965753	47,774876	0,680750	-0,363271	-0,357875	0,005768	190,738983	190,671143	0,045156	0,985316	0,985276	0,000073
N/A	04.04.2023	22:36:39,736	0,004371	0,004693	0,000186	0,233056	0,308609	0,065465	0,836269	0,830779	0,006785	46,742056	47,602524	0,656149	-0,353461	-0,357122	0,005699	190,688110	190,666916	0,040340	0,984995	0,985263	0,000105
N/A	04.04.2023	22:36:41,716	0,004459	0,004672	0,000197	0,216169	0,291995	0,061008	0,842751	0,832999	0,005841	46,951951	47,471756	0,611250	-0,360295	-0,357054	0,005652	190,688110	190,662674	0,034298	0,985477	0,985276	0,000121
N/A	04.04.2023	22:36:43,809	0,004776	0,004671	0,000197	0,206583	0,275467	0,054111	0,831124	0,833498	0,005342	46,701567	47,326160	0,563608	-0,350192	-0,356389	0,005969	190,637238	190,658432	0,034011	0,985316	0,985276	0,000121
N/A	04.04.2023	22:36:45,942	0,004368	0,004637	0,000212	0,237351	0,264022	0,044967	0,836601	0,833493	0,005339	47,521392	47,285309	0,525920	-0,358312	-0,356350	0,005954	190,738983	190,666916	0,040340	0,985316	0,985276	0,000121
N/A	04.04.2023	22:36:47,682	0,004400	0,004612	0,000221	0,226409	0,253304	0,035672	0,840363	0,834620	0,005234	46,993699	47,203735	0,483853	-0,342035	-0,354927	0,007153	190,738983	190,675400	0,044057	0,985156	0,985276	0,000121
N/A	04.04.2023	22:36:49,983	0,004726	0,004605	0,000215	0,207366	0,245640	0,034750	0,839947	0,834764	0,005364	47,020680	47,124004	0,419294	-0,343439	-0,353240	0,007287	190,738983	190,683884	0,045803	0,985156	0,985263	0,000125
N/A	04.04.2023	22:36:51,652	0,004432	0,004581	0,000217	0,183490	0,234314	0,030399	0,831120	0,834639	0,005435	47,199792	47,110977	0,413823	-0,347880	-0,351942	0,006661	190,637238	190,683884	0,045803	0,984995	0,985236	0,000145
N/A	04.04.2023	22:36:53,709	0,004739	0,004587	0,000221	0,200176	0,227479	0,027762	0,833545	0,835020	0,005155	46,775982	47,053299	0,407707	-0,347409	-0,351482	0,006777	190,688110	190,688110	0,043384	0,985156	0,985236	0,000145
N/A	04.04.2023	22:36:55,677	0,004640	0,004593	0,000221	0,154536	0,217606	0,030978	0,834871	0,835731	0,004380	46,983396	46,978870	0,314670	-0,337955	-0,350883	0,007650	190,738983	190,696594	0,042471	0,985316	0,985236	0,000145
N/A	04.04.2023	22:36:57,903	0,004455	0,004553	0,000196	0,154051	0,209723	0,034226	0,842536	0,836966	0,003986	46,645143	46,998241	0,282133	-0,348802	-0,350675	0,007672	190,688110	190,696579	0,042471	0,985156	0,985223	0,000145
N/A	04.04.2023	22:36:59,550	0,004598	0,004526	0,000159	0,153280	0,199665	0,031232	0,845133	0,837496	0,004621	46,546191	46,920635	0,265954	-0,349381	-0,350203	0,007552	190,738983	190,705078	0,039604	0,985316	0,985223	0,000145
N/A	04.04.2023	22:37:01,919	0,004448	0,004534	0,000152	0,176391	0,195738	0,030921	0,822603	0,836405	0,006318	46,425434	46,875607	0,301045	-0,351123	-0,349190	0,006361	190,738983	190,705078	0,039604	0,985156	0,985209	0,000143
N/A	04.04.2023	22:37:03,846	0,004584	0,004552	0,000144	0,164262	0,190005	0,029728	0,832501	0,836091	0,006419	47,074219	46,903286	0,302914	-0,343431	-0,348355	0,006408	190,688110	190,705078	0,039604	0,985638	0,985263	0,000172
N/A	04.04.2023	22:37:05,483	0,004710	0,004573	0,000147	0,173199	0,186424	0,028865	0,843623	0,836164	0,006505	46,501426	46,865742	0,323550	-0,340883	-0,346737	0,005506	190,738983	190,709335	0,040340	0,985156	0,985236	0,000161
N/A	04.04.2023	22:37:07,441	0,004529	0,004552	0,000133	0,165593	0,183009	0,028688	0,837155	0,836667	0,006311	46,513320	46,850056	0,336537	-0,353952	-0,347050	0,005819	190,637238	190,709305	0,040340	0,985477	0,985249	0,000174
N/A	04.04.2023	22:37:09,418	0,004427	0,004557	0,000126	0,170037	0,177399	0,023141	0,847114	0,837543	0,006993	46,998874	46,806519	0,268756	-0,338411	-0,345392	0,005110	190,738983	190,709335	0,040340	0,985477	0,985263	0,000186
N/A	04.04.2023	22:37:11,774	0,004465	0,004563	0,000120	0,192699	0,174590	0,018160	0,840259	0,837534	0,006990	46,848793	46,794445	0,262770	-0,348925	-0,345966	0,005085	190,688110	190,705078	0,039604	0,984834	0,985236	0,000222
N/A	04.04.2023	22:37:13,765	0,004793	0,004568	0,000130	0,217221	0,175411	0,019915	0,837987	0,837371	0,006951	47,190790	46,808613	0,280102	-0,349978	-0,346511	0,005140	190,688110	190,700851	0,038347	0,985316	0,985249	0,000222
N/A	04.04.2023	22:37:15,406	0,004410	0,004567	0,000132	0,186732	0,175681	0,020056	0,845281	0,838551	0,006995	47,231995	46,811295	0,284313	-0,331807	-0,345172	0,006629	190,688110	190,705078	0,033135	0,985156	0,985263	0,000209
N/A	04.04.2023	22:37:17,761	0,004604	0,004555	0,000121	0,151536	0,171628	0,019565	0,839982	0,839087	0,006821	47,083888	46,836956	0,294546	-0,334223	-0,344073	0,007285	190,789856	190,713547	0,040582	0,985316	0,985276	0,000207
N/A	04.04.2023	22:37:19,395	0,004740	0,004564	0,000130	0,174374	0,173281	0,018813	0,839365	0,839462	0,006691	47,002777	46,838573	0,295474	-0,342332	-0,344437	0,007057	190,637238	190,705063	0,045156	0,984995	0,985249	0,000222
N/A	04.04.2023	22:37:21,306	0,004556	0,004572	0,000126	0,170820	0,174679	0,017853	0,834831	0,838820	0,006738	47,301115	46,893238	0,316375	-0,343112	-0,343963	0,006927	190,738983	190,709305	0,045803	0,985156	0,985249	0,000222
N/A	04.04.2023	22:37:23,286	0,004926	0,004599	0,000162	0,209343	0,179351	0,019040	0,837904	0,838217	0,006439	47,028764	46,933445	0,298412	-0,338312	-0,343041	0,006877	190,688110	190,705078	0,045156	0,985156	0,985236	0,000222
